0 0.2	0.06591	0.309229	0.036524	0.0578616
1 0.3	0.02845	0.19508	0.0353	0.057546
2 0.4	0.01277	0.091	0.035382	0.0573
3 0.5	0.008227	0.0401016	0.0356294	0.056
4 0.6	0.00705083	0.01237	0.035508	0.0555785
5 0.7	0.00682515	0.01075	0.0347395	0.0534
6 0.8	0.00634454	0.01014	0.031	0.0523
7 0.9	0.00464855	0.0083	0.02336	0.0434096
